lga_code,lga_name,year,birth_rate
20910,Bayside (Vic.),2024,1.46
21010,Benalla,2024,1.91
21110,Boroondara,2024,1.04
21180,Brimbank,2024,1.55
21270,Buloke,2024,2.42
21370,Campaspe,2024,2.09
21450,Cardinia,2024,1.93
21610,Casey,2024,1.86
21670,Central Goldfields,2024,1.95
21750,Colac Otway,2024,1.9
21830,Corangamite,2024,2.18
21890,Darebin,2024,1.13
22110,East Gippsland,2024,1.96
22170,Frankston,2024,1.8
22250,Gannawarra,2024,2.65
22310,Glen Eira,2024,1.19
22410,Glenelg,2024,2.03
22490,Golden Plains,2024,2.04
22620,Greater Bendigo,2024,1.75
22670,Greater Dandenong,2024,1.51
22750,Greater Geelong,2024,1.75
22830,Greater Shepparton,2024,2
22910,Hepburn,2024,1.89
22980,Hindmarsh,2024,2.11
23110,Hobsons Bay,2024,1.6
23190,Horsham,2024,1.92
23270,Hume,2024,1.92
23350,Indigo,2024,2.34
23430,Kingston (Vic.),2024,1.46
23670,Knox,2024,1.42
23810,Latrobe (Vic.),2024,1.89
23940,Loddon,2024,1.97
24130,Macedon Ranges,2024,2.04
24210,Manningham,2024,1.2
24250,Mansfield,2024,1.54
24330,Maribyrnong,2024,1.16
24410,Maroondah,2024,1.51
24600,Melbourne,2024,0.54
24650,Melton,2024,2.1
24700,Merri-bek,2024,1.19
24780,Mildura,2024,1.91
24850,Mitchell,2024,2.07
24900,Moira,2024,2.17
24970,Monash,2024,1.09
25060,Moonee Valley,2024,1.21
25150,Moorabool,2024,1.98
25340,Mornington Peninsula,2024,1.73
25430,Mount Alexander,2024,1.79
25490,Moyne,2024,2.25
25620,Murrindindi,2024,1.88
25710,Nillumbik,2024,1.78
25810,Northern Grampians,2024,1.94
25900,Port Phillip,2024,0.87
25990,Pyrenees,2024,1.83
26080,Queenscliffe,2024,2.09
26170,South Gippsland,2024,2.1
26260,Southern Grampians,2024,2.11
26350,Stonnington,2024,0.83
26430,Strathbogie,2024,1.87
26490,Surf Coast,2024,1.75
26610,Swan Hill,2024,2.12
26670,Towong,2024,2.34
26700,Wangaratta,2024,1.8
26730,Warrnambool,2024,1.73
26810,Wellington,2024,2.06
26890,West Wimmera,2024,2.68
26980,Whitehorse,2024,1.05
27070,Whittlesea,2024,1.7
27170,Wodonga,2024,1.91
27260,Wyndham,2024,1.92
27350,Yarra,2024,0.84
27450,Yarra Ranges,2024,1.81
27630,Yarriambiack,2024,2.69
